i,x,typ
1144,0.383109,2
1144,0.0328811,2
1144,0.0328811,2
1145,0.364212,1
1145,0.0308319,2
1145,0.0549193,2
1145,0.0828869,2
1145,0.0253309,2
1145,0.0418075,2
1145,0.0231493,2
1145,0.0116424,2
1145,0.0194064,2
1146,0.649718,1
1146,0.0795336,1
1146,0.0516409,2
1147,0.779877,1
1147,0.0112619,2
1147,0.0112619,2
1148,0.647277,1
1148,0.017349,2
1148,0.017349,2
1148,0.0361185,2
1148,0.0314428,2
1148,0.0140413,2
1148,0.0181526,2
1149,0.725749,1
1149,0.0254912,2
1149,0.0458749,2
1149,0.0354014,2
1149,0.0262825,2
1149,0.0383947,2
1149,0.0137299,2
1149,0.0174499,2
1150,0.778516,1
1150,0.0119452,-1
1150,0.0119452,2
1151,0.433336,-1
1151,0.0385378,2
1151,0.0401158,2
1151,0.0186692,2
1151,0.133137,-1
1151,0.0181379,2
1151,0.0168694,2
1152,0.974886,1
1153,0.835666,1
1153,0.0194514,1
1153,0.0194514,2
1154,0.472415,1
1154,0.017071,2
1154,0.0377491,1
1154,0.0838627,2
1155,0.817179,1
1155,0.0271235,-1
1155,0.0245284,2
1156,0.818483,1
1156,0.0110633,2
1156,0.0111531,2
1156,0.0111531,2
1157,0.230836,1
1157,0.533939,2
1157,0.0313292,2
1158,0.0434244,2
1158,0.185438,-1
1158,0.0111049,2
1158,0.0200297,1
1158,0.0200297,2
1158,0.0226713,1
1158,0.0226713,2
1158,0.19344,2
1158,0.0154374,2
1159,0.624367,1
1159,0.0112776,2
1159,0.0127108,2
1159,0.0569181,2
1159,0.152375,2
1159,0.0107946,2
1159,0.0107946,2
1160,0.321275,1
1160,0.0212022,2
1160,0.0212022,2
1160,0.114005,2
1160,0.0138384,-1
1160,0.0203589,2
1161,0.817952,1
1162,0.768035,1
1162,0.0216474,2
1162,0.0185495,2
1163,0.960686,1
1164,0.192694,1
1164,0.418153,2
1165,0.683662,2
1165,0.0976801,1
1165,0.034005,2
1166,0.641963,1
1166,0.180038,2
1166,0.015919,2
1167,0.333419,1
1167,0.0404437,2
1167,0.0141948,-1
1167,0.0174309,-1
1168,0.388255,1
1168,0.0246093,2
1168,0.106513,-1
1168,0.0344709,2
1168,0.0344709,2
1168,0.0232364,2
1168,0.0232364,2
1169,0.78061,1
1170,0.120976,1
1170,0.326654,2
1170,0.226928,2
1170,0.0114761,2
1171,0.688378,1
1171,0.0356025,2
1172,0.65628,1
1172,0.0460967,-1
1172,0.0118125,1
1173,0.71745,1
1173,0.0114142,2
1173,0.034533,2
1173,0.0729518,-1
1173,0.0435533,2
1174,0.955332,1
1175,0.416121,1
1175,0.015416,-1
1175,0.0136554,2
1175,0.0453071,2
1175,0.012735,2
1175,0.0383127,2
1176,0.613317,1
1176,0.0327945,2
1176,0.0265303,2
1176,0.0495135,-1
1176,0.0107647,2
1176,0.0133117,2
1176,0.0133117,2
1177,0.367407,1
1177,0.0821049,2
1177,0.0169849,2
1177,0.0227467,2
1177,0.0227467,2
1177,0.0121172,2
1177,0.0121172,2
1178,0.75083,1
1178,0.0308652,2
1178,0.0130133,2
1178,0.0130133,2
1179,0.983211,1
1180,0.949452,1
1181,0.747963,2
1181,0.0323751,2
1182,0.266728,2
1182,0.0833203,2
1182,0.0225364,2
1182,0.0100047,2
1182,0.0100047,2
1182,0.0137284,1
1182,0.0117714,-1
1182,0.0118775,2
1182,0.0118775,2
1183,0.430512,1
1183,0.0585634,1
1183,0.0117696,2
1183,0.0705922,2
1183,0.0146374,2
1183,0.0146374,2
1184,0.206886,2
1184,0.0132701,2
1184,0.0132701,2
1184,0.102246,2
1184,0.0598441,2
1184,0.0188828,2
1185,0.754471,1
1185,0.0289125,2
1185,0.0284453,2
1186,0.516135,1
1186,0.0893557,2
1186,0.0203617,2
1186,0.121284,2
1186,0.0228928,2
1186,0.0357202,2
1186,0.0395465,2
1187,0.555348,1
1187,0.0125565,-1
1187,0.0125565,2
1187,0.0188775,1
1187,0.0188775,2
1187,0.0735585,2
1187,0.0180312,2
1188,0.647642,2
1188,0.0106062,1
1188,0.0106062,2
1188,0.0107714,2
1188,0.0107714,2
1189,0.773905,1
1190,0.77745,1
1191,0.696947,1
1191,0.0655703,-1
1191,0.0511132,2
1191,0.022335,2
1191,0.022335,2
1192,0.171342,1
1192,0.0353055,2
1192,0.0288434,2
1192,0.379154,2
1192,0.125116,2
1192,0.0177445,2
1192,0.0203002,2
1193,0.609771,1
1193,0.0307486,2
1193,0.0141954,2
1193,0.0141954,2
1194,0.831804,1
1194,0.0213784,1
1195,0.81348,1
1195,0.0214522,2
1196,0.871306,1
1197,0.0207009,2
1197,0.540821,2
1197,0.0142325,2
1198,0.559272,1
1199,0.317203,1
1199,0.0329764,2
1199,0.0234168,2
1199,0.0463359,2
1199,0.0151174,1
1199,0.0151174,2
1200,0.282537,2
1200,0.0100432,1
1200,0.027199,2
1200,0.120325,2
1200,0.0641932,2
1200,0.0375102,2
1201,0.100731,1
1201,0.117106,2
1201,0.199957,2
1201,0.0466864,2
1201,0.0295177,2
1201,0.0638164,2
1201,0.0366041,2
1202,0.893622,1
1203,0.377756,1
1203,0.0191194,2
1203,0.14472,2
1203,0.0140126,2
1203,0.0709866,2
1203,0.0167291,2
1203,0.0388757,2
1203,0.0148285,2
1204,0.204714,1
1204,0.766972,2
1205,0.297976,1
1205,0.0320323,2
1205,0.0121752,2
1205,0.0121752,2
1205,0.0138125,2
1205,0.0122539,2
1205,0.510766,2
1206,0.632124,2
1206,0.0101443,2
1206,0.0101443,2
1206,0.0307752,2
1206,0.0307752,2
1207,0.193755,1
1207,0.232242,2
1207,0.0493213,-1
1207,0.0169139,2
1207,0.0243134,2
1207,0.0518272,2
1207,0.014195,2
1208,0.832642,1
1209,0.630148,1
1209,0.0578004,2
1209,0.0160792,2
1209,0.146531,-1
1209,0.0104585,1
1209,0.0108608,2
1210,0.403085,1
1210,0.248508,2
1210,0.0269667,2
1210,0.0521219,-1
1210,0.0101019,1
1210,0.0101019,2
1210,0.0102614,1
1210,0.0102614,2
1211,0.735249,1
1211,0.0153749,2
1211,0.0217093,2
1212,0.597492,1
1212,0.0276954,2
1212,0.0208024,2
1212,0.0208024,2
1212,0.0231307,2
1213,0.404445,1
1213,0.0765543,2
1213,0.0294733,2
1213,0.0175868,2
1213,0.0855482,2
1214,0.331514,1
1214,0.18196,2
1214,0.0264719,-1
1214,0.0142472,2
1214,0.0158918,2
1214,0.0120627,2
1214,0.0113673,2
1215,0.607103,1
1215,0.0298297,2
1216,0.70532,1
1216,0.036005,2
1216,0.0114699,2
1216,0.0114699,2
1217,0.90396,1
1217,0.012568,2
1218,0.430301,1
1218,0.0287859,2
1218,0.0597135,2
1219,0.605245,1
1219,0.0248696,2
1219,0.0172853,2
1219,0.0399015,2
1219,0.0122023,2
1219,0.0172354,2
1219,0.0300552,2
1219,0.0137768,2
1220,0.446742,2
1220,0.0751053,1
1220,0.0422679,2
1221,0.781167,1
1222,0.0774122,1
1222,0.0678458,2
1222,0.483757,2
1222,0.0271393,2
1222,0.0366852,2
1223,0.429056,1
1223,0.0149109,2
1223,0.0225878,2
1223,0.108678,2
1223,0.023144,2
1223,0.023144,2
1224,0.149964,1
1224,0.0949568,2
1224,0.257427,-1
1224,0.0571996,1
1224,0.0127349,2
1224,0.0244623,2
1224,0.0148997,2
1225,0.636243,1
1225,0.282819,2
1225,0.0216178,1
1226,0.90584,1
1227,0.97931,1
1228,0.485979,1
1228,0.125098,2
1228,0.0389109,2
1228,0.0140378,2
1228,0.0552444,2
1228,0.0114317,2
1228,0.0114317,2
1229,0.836476,1
1229,0.0370821,2
1229,0.057093,2
1230,0.94918,1
1230,0.0286902,2
1231,0.869255,1
1232,0.454604,1
1232,0.126843,2
1232,0.0239699,2
1232,0.0198599,2
1232,0.0198599,2
1232,0.0120613,-1
1232,0.0120613,2
1233,0.0109297,2
1233,0.618381,2
1233,0.123699,1
1233,0.0176586,2
1234,0.767605,1
1234,0.0341236,-1
1235,0.992025,1
1236,0.522833,1
1236,0.172857,2
1236,0.0102282,2
1236,0.0102282,2
1236,0.0114256,2
1236,0.0114256,2
1236,0.0283324,2
1237,0.19814,1
1237,0.0155903,2
1237,0.282391,2
1237,0.0101781,2
1237,0.0101781,2
1238,0.906358,1
1239,0.885992,1
1240,0.775165,1
1240,0.0205831,2
1240,0.0205831,2
1240,0.0110147,1
1240,0.0430128,2
1241,0.433589,1
1241,0.0347246,2
1241,0.264893,2
1241,0.0119999,2
1241,0.0119999,2
1241,0.0296258,2
1242,0.516227,1
1242,0.0104429,-1
1242,0.0126195,2
1242,0.0126195,2
1242,0.0161224,2
1242,0.0161224,2
1243,0.409288,1
1243,0.263087,2
1243,0.116601,2
1244,0.0971603,1
1244,0.105405,2
1244,0.0103452,2
1244,0.0103452,2
1244,0.0587564,1
1244,0.0426851,2
1244,0.0305038,2
1244,0.0243316,2
1244,0.0234598,2
1244,0.0114427,2
1244,0.0120171,2
1245,0.784527,1
1246,0.0786834,1
1246,0.0749954,2
1246,0.0419734,1
1246,0.0331856,2
1246,0.174955,2
1246,0.0165159,1
1246,0.0165159,2
1246,0.0104057,2
1246,0.0104057,2
1247,0.771187,1
1247,0.0209391,2
1247,0.0305343,2
1247,0.0305343,2
1248,0.672767,1
1249,0.469283,1
1249,0.0159768,2
1249,0.0159768,2
1249,0.0167113,2
1249,0.0167113,2
1249,0.0107287,-1
1250,0.67465,1
1250,0.0308388,1
1250,0.0102326,2
1250,0.0398238,2
1250,0.0138666,2
1251,0.0857923,-1
1251,0.0283262,1
1251,0.017113,2
1251,0.163167,2
1251,0.0142747,2
1251,0.050833,2
1251,0.0275608,2
1251,0.0152735,2
1251,0.0129093,2
1251,0.0129093,2
1251,0.01816,2
1251,0.01518,2
1252,0.1911,1
1252,0.0253755,2
1252,0.0146041,2
1252,0.0270658,2
1252,0.025076,2
1252,0.0165938,2
1252,0.378459,2
1252,0.046963,2
1252,0.041267,2
1252,0.0128998,2
1252,0.0152874,2
1252,0.0152874,2
1253,0.267299,1
1253,0.400772,2
1253,0.0103986,-1
1253,0.0103986,2
1253,0.0159918,2
1253,0.0159918,2
1253,0.0395686,2
1254,0.711852,1
1254,0.0176939,2
1254,0.0562344,2
1254,0.0240771,2
1254,0.0147615,2
1254,0.0147615,2
1254,0.0132235,2
1254,0.0132235,2
1255,0.0866553,2
1255,0.0602861,2
1255,0.0398563,2
1255,0.0173735,2
1255,0.0138584,2
1255,0.129522,2
1255,0.0410769,2
1255,0.0114287,2
1255,0.0114287,2
1255,0.0247433,2
1255,0.0247433,2
1255,0.0339463,2
1255,0.0180792,2
1255,0.0132525,2
1255,0.0315822,2
1255,0.0120288,2
1255,0.012869,2
1255,0.0121469,2
1255,0.0121469,2
1256,0.602584,1
1256,0.0184541,2
1256,0.0184541,2
1256,0.0170508,2
1256,0.0170508,2
1256,0.0521122,2
1256,0.031533,2
1256,0.0121106,2
1256,0.0121106,2
1257,0.549421,2
1257,0.102934,1
1257,0.0198007,-1
1257,0.0149578,2
1257,0.0147325,-1
1258,0.661631,1
1258,0.0980718,2
1258,0.0221569,2
1259,0.683098,1
1259,0.0638368,2
1259,0.0520099,2
1260,0.055891,2
1260,0.0140221,2
1260,0.0170978,2
1260,0.0374741,2
1260,0.0381674,2
1260,0.0264673,2
1260,0.0422997,2
1260,0.0764294,2
1260,0.021695,2
1260,0.0203613,2
1260,0.0203613,2
1260,0.0290051,2
1260,0.0290051,2
1261,0.692032,1
1261,0.0166829,-1
1261,0.0113683,2
1262,0.691393,1
1262,0.0975759,2
1263,0.161643,1
1263,0.511612,2
1263,0.0204521,2
1263,0.0204521,2
1263,0.0144643,2
1263,0.0144643,2
1263,0.0121684,2
1263,0.0121684,2
1264,0.755433,1
1264,0.0124142,2
1264,0.0358753,2
1264,0.0358753,2
1265,0.711996,1
1265,0.0270014,1
1265,0.0556108,2
1265,0.0105211,2
1265,0.0105211,2
1266,0.710392,1
1266,0.0374171,2
1267,0.902762,1
1267,0.0219864,2
1268,0.338406,1
1268,0.0191723,2
1268,0.0186978,2
1268,0.576427,2
1269,0.93349,1
1270,0.731402,1
1270,0.0123711,2
1270,0.0240452,2
1270,0.0150119,2
1270,0.0150119,2
1271,0.732434,1
1271,0.0214972,1
1272,0.771859,1
1272,0.0345459,2
1272,0.0154721,2
1273,0.179167,1
1273,0.0685239,2
1273,0.111841,2
1273,0.129616,2
1273,0.0195917,2
1273,0.014854,2
1273,0.014854,2
1273,0.0911241,1
1273,0.0144947,-1
1273,0.013787,2
1273,0.013787,2
1273,0.0192853,2
1273,0.0192853,2
1274,0.277491,1
1274,0.0406556,2
1274,0.0659973,2
1274,0.0473901,2
1274,0.0160462,2
1274,0.0863615,2
1274,0.0129188,2
1274,0.0129188,2
1274,0.0217286,2
1274,0.0217286,2
1274,0.0183018,2
1274,0.0256386,2
1274,0.0236401,2
1274,0.0665381,2
1275,0.252709,1
1275,0.0549483,1
1275,0.0118009,-1
1275,0.0109829,-1
1275,0.0113846,2
1275,0.0114847,2
1276,0.887914,1
1276,0.0117726,2
1276,0.0117726,2
1277,0.946187,1
1278,0.822598,1
1278,0.0213758,2
1278,0.0410203,2
1278,0.0252985,2
1279,0.0503857,2
1279,0.0428877,2
1279,0.0159911,2
1279,0.0159911,2
1279,0.0139362,2
1279,0.0139362,2
1279,0.017458,2
1279,0.0291551,2
1279,0.0201498,2
1280,0.0354407,2
1280,0.262845,1
1280,0.130462,2
1280,0.0898421,2
1280,0.02803,2
1280,0.0379901,2
1280,0.0207282,2
1280,0.0172619,2
1281,0.957698,1
1282,0.541997,1
1282,0.0352155,2
1282,0.02699,1
1282,0.0266442,2
1282,0.0316789,2
1282,0.0544449,2
1282,0.0111573,2
1282,0.0111573,2
1283,0.117232,-1
1283,0.0954271,2
1283,0.0225186,2
1283,0.0225186,2
1283,0.0575894,1
1283,0.0641273,2
1284,0.382444,1
1284,0.0104298,-1
1284,0.0104298,2
1284,0.114369,-1
1284,0.0889187,2
1284,0.114815,2
1284,0.0301488,2
1284,0.0514987,2
1284,0.0113501,2
1284,0.015685,1
1284,0.015685,2
1285,0.750915,1
1285,0.0600716,2
1286,0.536853,1
1286,0.0125405,2
1286,0.0125405,2
1287,0.565776,1
1287,0.0518085,-1
1287,0.0225442,2
1287,0.0584949,2
1287,0.0126782,2
1288,0.840015,1
1288,0.0263071,2
1288,0.0169705,2
1288,0.0114839,2
1288,0.0114839,2
1289,0.762282,2
1289,0.012,2
1289,0.012,2
1289,0.0119811,2
1289,0.0119811,2
1290,0.789252,1
1291,0.410323,1
1291,0.0164617,1
1291,0.0164617,2
1291,0.0155318,2
1292,0.864067,1
1292,0.012577,2
1292,0.012577,2
1293,0.611182,1
1293,0.186623,2
1293,0.0138215,2
1294,0.654707,1
1294,0.0178949,2
1294,0.246018,2
1295,0.95377,1
1296,0.2366,2
1296,0.167395,2
1296,0.0330757,-1
1296,0.0515452,1
1296,0.0205713,1
1296,0.0205284,2
1296,0.0117175,2
1296,0.0178242,2
1296,0.0161912,2
1297,0.285474,1
1297,0.36795,2
1297,0.0822208,2
1297,0.0257015,2
1297,0.0257015,2
1297,0.0185974,2
1297,0.0185974,2
1298,0.131363,1
1298,0.0279331,2
1298,0.0205487,2
1298,0.0855607,2
1298,0.0530099,2
1298,0.0173279,2
1298,0.0173279,2
1298,0.0202401,2
1298,0.027044,-1
1298,0.027044,2
1298,0.0244571,2
1298,0.0244571,2
1298,0.0137837,2
1298,0.0137837,2
1299,0.27114,1
1299,0.267499,2
1299,0.0110044,2
1299,0.0171053,2
1299,0.0104259,2
1299,0.0104259,2
1299,0.0249002,-1
1300,0.0300046,2
1300,0.576583,2
1300,0.016975,-1
1300,0.016975,2
1300,0.0171919,2
1300,0.0171919,2
1300,0.0146595,2
1300,0.0146595,2
1301,0.36284,2
1301,0.0159311,2
1301,0.0837562,2
1301,0.0257304,2
1301,0.0120772,2
1301,0.0157255,2
1301,0.0149204,2
1301,0.0149204,2
1301,0.0131549,2
1301,0.0302157,2
1302,0.848221,2
1302,0.0100164,1
1302,0.049937,2
1303,0.309551,1
1303,0.179892,2
1303,0.059089,2
1303,0.0124599,2
1303,0.0112254,2
1303,0.0617834,2
1303,0.0147341,2
1304,0.786801,1
1304,0.0167687,2
1304,0.0167687,2
1305,0.122707,1
1305,0.0141376,2
1305,0.173267,2
1305,0.0110022,2
1305,0.030104,2
1305,0.0984404,2
1305,0.0567125,2
1305,0.0164828,2
1305,0.0154397,2
1305,0.0256701,1
1306,0.759877,1
1307,0.617905,2
1307,0.267579,1
1307,0.0242501,2
1308,0.0275958,2
1308,0.143952,1
1308,0.306388,2
1308,0.0308414,2
1308,0.275342,2
1308,0.017933,2
1309,0.886013,1
1309,0.0217821,2
1310,0.947061,1
1311,0.527824,1
1311,0.294167,2
1312,0.328075,2
1312,0.0366908,2
1312,0.301812,2
1312,0.0226,2
1312,0.0134326,2
1313,0.570732,1
1313,0.0268121,2
1313,0.0179655,2
1313,0.0709295,2
1314,0.925947,1
1314,0.0260456,2
1315,0.0113063,2
1315,0.0972828,2
1315,0.520128,2
1315,0.0352801,2
1315,0.0390591,2
1315,0.0160423,2
1315,0.0341137,2
1315,0.0360543,1
1315,0.0360543,2
1316,0.586359,1
1316,0.0937329,2
1317,0.247313,1
1317,0.148948,2
1317,0.0868716,2
1317,0.0512597,2
1317,0.0116283,2
1317,0.0347092,2
1318,0.906555,1
1319,0.821648,1
1319,0.0105207,-1
1319,0.0105207,2
1320,0.293928,1
1320,0.0905089,2
1320,0.177268,-1
1320,0.0108675,1
1320,0.0108675,2
1320,0.0178617,-1
1321,0.600637,1
1321,0.0110683,2
1321,0.0110683,2
1322,0.0541761,1
1322,0.599028,2
1322,0.013961,2
1322,0.0238389,2
1322,0.0210493,2
1322,0.0105857,2
1322,0.0105857,2
1322,0.0281129,2
1323,0.405036,1
1323,0.252632,2
1323,0.0147971,2
1323,0.090072,2
1323,0.0111077,2
1323,0.0111077,2
1324,0.684102,1
1324,0.0114145,2
1324,0.0120379,2
1325,0.795481,1
1325,0.045155,2
1325,0.114085,2
1326,0.825001,1
1327,0.0281783,1
1327,0.0281783,2
1327,0.412777,2
1327,0.0486089,1
1327,0.0128328,-1
1327,0.0128328,2
1327,0.0288497,2
1327,0.0502796,2
1327,0.0195136,2
1327,0.0107442,2
1327,0.0107442,2
1328,0.592089,1
1329,0.892648,1
1330,0.0865513,1
1330,0.0164648,-1
1330,0.0111407,2
1330,0.089372,2
1330,0.0117367,2
1330,0.0379812,2
1330,0.0214629,-1
1330,0.01306,2
1330,0.0111493,2
1331,0.146557,1
1331,0.0684049,1
1331,0.291421,-1
1331,0.151852,2
1332,0.811396,1
1332,0.0118051,1
1332,0.0118051,2
1333,0.954693,1
1334,0.82132,1
1334,0.019505,2
1334,0.0372219,2
1334,0.0272534,2
1335,0.261276,1
1335,0.0204436,2
1335,0.169518,1
1335,0.0769838,-1
1335,0.0327775,2
1335,0.0528509,2
1335,0.013655,1
1335,0.0168298,-1
1335,0.0168298,2
1335,0.0266153,2
1336,0.326222,1
1336,0.109072,1
1336,0.0363623,2
1336,0.0291342,2
1336,0.0301391,2
1336,0.0321154,2
1336,0.0907479,2
1337,0.507255,1
1337,0.0327496,2
1338,0.19,1
1338,0.281539,2
1338,0.0165542,2
1338,0.0830065,2
1338,0.0278834,2
1338,0.0603232,2
1339,0.749646,1
1339,0.0199954,2
1339,0.0199954,2
1339,0.0336282,2
1339,0.0181258,2
1340,0.890568,1
1341,0.14256,1
1341,0.0533909,1
1341,0.0265826,2
1341,0.128363,2
1341,0.102042,2
1341,0.0650226,-1
1341,0.0110368,2
1342,0.520119,2
1342,0.110914,1
1342,0.020138,2
1342,0.0109961,2
1342,0.0109961,2
1343,0.128924,1
1343,0.026837,2
1343,0.15343,2
1343,0.0781873,1
1343,0.141559,1
1343,0.0111892,1
1343,0.0130275,2
1344,0.840473,1
1345,0.44459,1
1345,0.0423139,2
1345,0.0222192,2
1345,0.012904,2
1345,0.18721,-1
1345,0.0117924,1
1346,0.312897,1
1346,0.11897,2
1346,0.0578717,1
1346,0.0114521,2
1346,0.0155106,2
1346,0.0155106,2
1347,0.0358835,1
1347,0.0129304,2
1347,0.171844,2
1347,0.0473851,2
1347,0.274572,2
1347,0.0881047,2
1348,0.668323,1
1349,0.239569,-1
1349,0.112357,1
1349,0.0834288,2
1349,0.0514686,2
1349,0.0209118,-1
1349,0.0110932,2
1349,0.0195445,-1
1350,0.226407,1
1350,0.0136374,2
1350,0.214484,1
1350,0.0209119,1
1350,0.025939,2
1351,0.707325,1
1351,0.0518753,2
1351,0.137761,2
1351,0.0150503,2
1352,0.703108,1
1352,0.0783208,2
1353,0.644829,1
1353,0.0411356,2
1353,0.0824725,2
1354,0.941717,1
1355,0.956093,1
1356,0.577387,1
1357,0.911864,1
1358,0.805371,1
1358,0.0938962,2
1358,0.0225416,-1
1358,0.0225416,2
1359,0.847172,1
1359,0.0110508,2
1360,0.464893,2
1360,0.0523074,2
1360,0.0130703,2
1361,0.0642103,1
1361,0.0180782,2
1361,0.190106,2
1361,0.0157074,2
1361,0.0350632,2
1361,0.0258092,2
1361,0.015689,2
1361,0.0903344,2
1361,0.0142208,2
1361,0.0142208,2
1361,0.0202091,2
1361,0.0202091,2
1361,0.0115227,-1
1361,0.0111467,2
1362,0.433064,1
1362,0.0304946,-1
1362,0.0205458,2
1362,0.0325363,1
1362,0.0144927,2
1362,0.0144927,2
1363,0.561241,1
1363,0.140469,2
1363,0.0244594,2
1363,0.0132309,2
1363,0.0112285,2
1363,0.0168264,2
1364,0.677054,1
1364,0.0112477,2
1364,0.0112477,2
1364,0.0122588,1
1364,0.0122588,2
1365,0.727481,1
1365,0.119737,2
1366,0.789267,1
1366,0.0116501,-1
1367,0.884178,1
1368,0.617181,1
1368,0.01228,2
1368,0.0261193,2
1368,0.0169165,-1
1368,0.0126665,-1
1369,0.913655,1
1369,0.0245142,2
1370,0.0212044,2
1370,0.375007,1
1370,0.0100888,2
1370,0.0365039,2
1370,0.021336,2
1370,0.0567245,2
1370,0.0235296,2
1370,0.027921,2
1370,0.0210295,2
1370,0.157347,2
1370,0.0234649,2
1370,0.0234649,2
1370,0.0102002,2
1370,0.0102002,2
1371,0.220696,1
1371,0.225054,2
1371,0.0132247,-1
1371,0.0132247,2
1371,0.0187236,2
1371,0.0187236,2
1372,0.927023,1
1373,0.385328,1
1373,0.0420705,2
1373,0.0144796,2
1373,0.0376193,2
1373,0.0582398,2
1374,0.594448,1
1374,0.0135701,2
1375,0.864799,1
1376,0.872847,1
1377,0.234177,1
1377,0.0220158,2
1377,0.0600321,2
1377,0.0356854,2
1377,0.0242532,2
1377,0.0136,2
1377,0.0457422,2
1377,0.0205077,2
1377,0.0283093,2
1378,0.905337,1
1379,0.124992,1
1379,0.797757,2
1380,0.384218,2
1380,0.10373,2
1380,0.0150329,2
1380,0.0150329,2
1380,0.033504,2
1380,0.0616423,2
1380,0.0489332,1
1381,0.832547,1
1381,0.0139397,2
1381,0.0139397,2
1381,0.0107304,-1
1381,0.0107304,2
1382,0.786427,1
1382,0.0737053,2
1382,0.02563,2
1383,0.851114,1
1383,0.0189223,2
1384,0.760704,1
1384,0.161731,2
1385,0.0913508,1
1385,0.36568,2
1385,0.0950781,2
1385,0.0124572,2
1385,0.0124572,2
1386,0.654489,1
1386,0.0880212,2
1386,0.0212791,2
1386,0.0208045,2
1386,0.116926,2
1386,0.0161578,2
1386,0.0106387,2
1387,0.516404,2
1387,0.190369,2
1387,0.0106631,-1
1387,0.0106631,2
1388,0.897409,1
1389,0.0721489,1
1389,0.331942,2
1389,0.0127125,2
1389,0.0127125,2
1389,0.199875,2
1389,0.0172378,2
1389,0.0172378,2
1390,0.588668,1
1390,0.0246873,2
1390,0.0257184,2
1390,0.0209999,2
1390,0.0193518,-1
1390,0.0193518,2
1391,0.857142,1
1392,0.57066,2
1392,0.0151429,2
1392,0.0151429,2
1392,0.0228259,1
1392,0.0584015,2
1392,0.0147325,2
1392,0.0147325,2
1392,0.0174492,2
1392,0.0174492,2
1392,0.0100165,2
1392,0.0100165,2
1392,0.0104333,2
1392,0.0104333,2
1393,0.112237,1
1393,0.425648,2
1393,0.220464,2
1394,0.429438,1
1394,0.0115644,2
1394,0.0115644,2
1394,0.0129616,2
1394,0.0129616,2
1394,0.0316499,2
1394,0.0317587,2
1394,0.0112922,2
1394,0.0112922,2
1395,0.693915,1
1395,0.0155012,2
1395,0.0155012,2
1395,0.0148067,2
1395,0.0148067,2
1396,0.13755,1
1396,0.669813,2
1397,0.311815,1
1397,0.01603,2
1397,0.231609,2
1397,0.0190418,2
1397,0.0190418,2
1398,0.430611,1
1398,0.0258499,2
1398,0.133106,2
1398,0.0172745,-1
1398,0.0172745,2
1398,0.0148024,2
1398,0.0148024,2
1399,0.684245,1
1399,0.085823,1
1399,0.0137262,2
1400,0.269242,1
1400,0.0289436,2
1400,0.0630902,2
1400,0.017681,2
1400,0.0300806,2
1400,0.0519815,2
1400,0.013912,1
1400,0.013912,2
1400,0.102824,2
1400,0.0115843,1
1401,0.949944,1
1402,0.753625,1
1403,0.685905,1
1403,0.0422463,2
1404,0.328889,1
1404,0.286753,2
1404,0.019476,2
1404,0.0244012,2
1404,0.0244012,2
1404,0.0158293,2
1404,0.0158293,2
1404,0.0149089,2
1404,0.0626544,2
1405,0.894755,1
1405,0.0138035,1
1405,0.0138035,2
1406,0.761659,1
1406,0.0106189,2
1407,0.843654,1
1408,0.05566,1
1408,0.197618,2
1408,0.0113811,2
1408,0.0875142,2
1408,0.139918,2
1408,0.0545408,2
1408,0.0174156,2
1408,0.0174156,2
1409,0.871644,1
1409,0.0319622,2
1409,0.0138325,1
1409,0.0138325,2
1410,0.710473,1
1411,0.817534,1
1411,0.0167057,-1
1411,0.0167057,2
1412,0.549112,1
1412,0.0350423,2
1412,0.0148759,2
1412,0.0148759,2
1413,0.603655,1
1413,0.265497,2
1413,0.0172933,2
1413,0.0139411,2
1414,0.990348,1
1415,0.626712,1
1415,0.226522,2
1415,0.0127116,2
1416,0.0935045,1
1416,0.036059,2
1416,0.0546901,2
1416,0.1706,2
1416,0.0187749,2
1416,0.0265483,2
1416,0.169037,2
1417,0.847404,2
1417,0.0257743,2
1417,0.0257743,2
1418,0.944838,1
1419,0.741394,1
1419,0.0144425,2
1419,0.0144425,2
1419,0.0125379,2
1419,0.0125379,2
1419,0.0134922,2
1420,0.934827,1
1421,0.556881,1
1421,0.0162067,2
1421,0.0162067,2
1421,0.0115693,2
1421,0.0115693,2
1422,0.535513,1
1422,0.222134,2
1422,0.013834,2
1422,0.013834,2
1422,0.0123805,2
1422,0.0123805,2
1423,0.559051,1
1423,0.127176,2
1423,0.0203153,2
1423,0.0203153,2
1423,0.0180547,2
1423,0.0180547,2
1424,0.463571,1
1424,0.0440626,2
1424,0.0710332,2
1424,0.0237758,2
1424,0.0162393,1
1424,0.0162393,2
1424,0.0177991,2
1424,0.0177991,2
1425,0.907473,1
1426,0.7755,1
1426,0.0146953,2
1426,0.0362399,2
1426,0.0251445,2
1426,0.0221975,2
1427,0.715902,1
1427,0.0166334,2
1427,0.0423761,2
1427,0.0106506,2
1427,0.0844088,2
1427,0.0132012,1
1427,0.0132012,2
1428,0.765993,1
1428,0.0885487,2
1428,0.013096,-1
1428,0.013096,2
1429,0.599748,1
1429,0.0677164,2
1429,0.01413,2
1429,0.01413,2
1429,0.0145848,2
1429,0.14754,2
1430,0.897698,1
1430,0.0154118,2
1430,0.0154118,2
1431,0.739744,1
1432,0.936634,1
1433,0.604749,1
1433,0.0130752,2
1433,0.0881246,2
1433,0.0101326,2
1433,0.0101326,2
1434,0.918698,1
