i,x,typ
1426,0.00560591,2
1426,0.00194596,2
1426,0.00152569,2
1426,0.00126076,-1
1426,0.00155559,2
1427,0.842109,1
1427,0.062412,1
1427,0.00389452,2
1427,0.00405229,2
1427,0.0023856,1
1427,0.00109557,2
1427,0.00145069,2
1428,0.835297,1
1428,0.00382753,2
1428,0.0169273,1
1428,0.00186825,-1
1428,0.00839299,1
1428,0.0177029,2
1428,0.00104189,-1
1428,0.00185357,1
1428,0.00194245,1
1428,0.00208959,2
1429,0.698655,1
1429,0.143214,2
1429,0.00263595,2
1429,0.0243004,2
1429,0.0209006,2
1429,0.00459747,2
1429,0.00124591,-1
1429,0.00460726,2
1429,0.00166332,2
1429,0.00324502,1
1429,0.0014311,2
1430,0.957063,1
1430,0.00189062,2
1431,0.724863,1
1431,0.0255475,2
1431,0.00134293,2
1431,0.00207599,2
1431,0.0370561,-1
1431,0.00682671,1
1432,0.953208,1
1432,0.0151673,2
1432,0.00211684,2
1432,0.00105363,2
1433,0.388067,1
1433,0.523384,2
1433,0.0046175,1
1433,0.010499,-1
1433,0.00530856,2
1434,0.933673,1
1434,0.0023845,1
1434,0.0120911,1
1434,0.00124406,2
1435,0.946102,1
1435,0.0329072,2
1436,0.818669,1
1436,0.125833,2
1436,0.0198509,2
1436,0.00693509,2
1436,0.00462593,2
1437,0.771589,1
1437,0.0805912,2
1437,0.00228547,2
1438,0.677523,1
1438,0.00124027,2
1438,0.215635,2
1438,0.0116,2
1438,0.00958173,2
1438,0.00699993,-1
1438,0.0301091,2
1438,0.0010001,1
1438,0.00572066,-1
1438,0.00224991,2
1439,0.214129,1
1439,0.448255,2
1439,0.01701,2
1439,0.0975278,2
1439,0.002462,2
1439,0.0301941,2
1439,0.00171031,2
1439,0.0130078,2
1439,0.0188148,2
1439,0.00279799,2
1439,0.0012228,2
1439,0.00233108,2
1439,0.00101155,2
1439,0.00283239,2
1439,0.00180232,1
1439,0.00163037,2
1440,0.936043,1
1440,0.00798977,2
1440,0.00418024,-1
1440,0.0010072,-1
1441,0.942433,1
1441,0.00342524,2
1441,0.00390892,-1
1441,0.00208353,2
1441,0.00157842,2
1442,0.912248,1
1442,0.0518185,2
1443,0.878897,2
1443,0.0246546,1
1443,0.00222694,2
1443,0.00813567,2
1443,0.00103051,-1
1443,0.00339904,2
1443,0.00450495,2
1443,0.00302968,2
1443,0.00111331,2
1443,0.00115456,-1
1444,0.825359,1
1444,0.00761169,-1
1444,0.0211436,2
1444,0.0235905,2
1444,0.0089301,2
1444,0.00333786,2
1444,0.00430617,2
1445,0.727207,1
1445,0.0727486,2
1445,0.00312578,-1
1445,0.00663857,2
1445,0.00118805,2
1446,0.604716,1
1446,0.279622,2
1446,0.00204612,2
1446,0.0188273,1
1446,0.0047552,2
1446,0.00951649,2
1446,0.00239999,2
1446,0.00781346,2
1447,0.922253,1
1447,0.00658482,2
1447,0.00129494,2
1447,0.0021959,2
1448,0.888025,1
1448,0.0159276,2
1448,0.00308039,2
1448,0.00194219,2
1448,0.0015682,-1
1449,0.930453,1
1449,0.00147998,2
1450,0.331227,1
1450,0.147192,2
1450,0.00657484,2
1450,0.00309765,2
1450,0.00316985,2
1450,0.044615,2
1450,0.0215696,2
1450,0.0395998,2
1450,0.00107633,2
1450,0.00118936,2
1450,0.00107336,2
1450,0.0100839,2
1450,0.011067,2
1450,0.00950136,2
1450,0.00223507,2
1450,0.00105933,2
1450,0.0038642,2
1450,0.0179501,2
1450,0.00106508,2
1450,0.00155124,2
1450,0.00674292,2
1450,0.00109387,1
1450,0.0103161,2
1450,0.0021823,2
1450,0.00161165,2
1450,0.00459272,2
1450,0.00107569,1
1450,0.00209635,2
1450,0.00129466,2
1450,0.0022048,2
1451,0.848611,1
1451,0.0279182,2
1451,0.0363497,2
1451,0.00218632,2
1451,0.00101433,2
1451,0.00149162,2
1451,0.00125222,2
1451,0.00167937,2
1451,0.00139642,2
1451,0.0010389,1
1452,0.710023,1
1452,0.150168,2
1452,0.00484604,2
1452,0.00892228,2
1452,0.00182894,-1
1452,0.0131734,2
1452,0.0054359,1
1452,0.00307276,2
1452,0.0136252,2
1453,0.983189,1
1453,0.00184495,2
1454,0.799831,1
1454,0.0122528,2
1454,0.00825008,2
1454,0.0112663,-1
1454,0.00368748,2
1454,0.00223786,2
1454,0.001063,1
1454,0.00162007,2
1454,0.00132139,2
1455,0.960636,1
1455,0.00191058,-1
1455,0.00156522,2
1456,0.869467,1
1456,0.0254798,2
1456,0.00243708,2
1456,0.00304999,2
1456,0.0393531,2
1456,0.00457134,2
1456,0.00111453,-1
1456,0.0035666,2
1456,0.0020678,2
1457,0.667925,1
1457,0.0399572,2
1457,0.00589585,2
1457,0.00476444,-1
1457,0.00325952,1
1457,0.00216248,2
1457,0.00551932,1
1457,0.00530603,2
1457,0.00517142,2
1457,0.00706404,2
1457,0.00549437,2
1457,0.00394041,2
1457,0.00117078,2
1457,0.00577915,2
1457,0.00247087,2
1457,0.00128355,2
1457,0.00105585,2
1458,0.904161,1
1458,0.00661643,2
1458,0.00116352,2
1458,0.00870886,2
1458,0.00472207,-1
1458,0.00145084,-1
1458,0.00128463,2
1459,0.63765,1
1459,0.331489,2
1459,0.00144223,2
1459,0.00135291,2
1460,0.772211,1
1460,0.00796157,2
1460,0.00128129,2
1460,0.0761365,2
1460,0.00130882,2
1460,0.00473948,2
1460,0.00295682,2
1460,0.0072862,2
1460,0.00127446,2
1460,0.00311347,2
1461,0.942112,1
1462,0.949,1
1462,0.00384758,2
1462,0.00111008,2
1463,0.0287333,2
1463,0.693959,1
1463,0.0185742,2
1463,0.0995371,2
1463,0.00380428,2
1463,0.101851,2
1463,0.00638849,2
1463,0.00183858,2
1464,0.900936,1
1464,0.0481337,2
1464,0.00215804,2
1464,0.00163835,2
1464,0.00126707,2
1465,0.720841,1
1465,0.128928,2
1465,0.00592781,2
1465,0.00123814,1
1466,0.65012,1
1466,0.0112594,2
1466,0.00146715,2
1466,0.00191221,-1
1466,0.00129234,1
1466,0.0716332,2
1466,0.0298133,2
1466,0.00511592,2
1466,0.00292656,2
1466,0.00138852,-1
1466,0.00150234,2
1466,0.00543176,1
1466,0.00308326,-1
1466,0.00223871,2
1466,0.00316531,1
1467,0.624364,1
1467,0.256848,2
1467,0.00682291,2
1467,0.00200277,2
1467,0.034983,2
1467,0.00200395,2
1468,0.961783,1
1468,0.00204919,2
1469,0.940431,1
1469,0.00689985,2
1469,0.00106582,2
1469,0.0276152,2
1470,0.882407,1
1470,0.00154538,2
1470,0.00548985,2
1470,0.00136022,2
1470,0.00834182,2
1470,0.0444253,2
1470,0.00259477,2
1470,0.00284851,2
1471,0.571789,1
1471,0.134235,2
1471,0.0612411,-1
1471,0.0486402,1
1471,0.00531012,-1
1471,0.00107663,-1
1471,0.00952933,1
1471,0.0275044,2
1471,0.00589802,2
1472,0.828723,1
1472,0.0124144,2
1472,0.00215722,2
1472,0.00277757,2
1472,0.00155308,2
1472,0.00128008,2
1472,0.00851676,2
1472,0.00339212,2
1473,0.962668,1
1474,0.419844,2
1474,0.115172,2
1474,0.00451794,2
1474,0.0477804,2
1474,0.00716516,1
1474,0.0449036,2
1474,0.0107423,2
1474,0.0158929,1
1474,0.0262173,2
1474,0.00129416,2
1474,0.0171366,2
1474,0.0101163,2
1474,0.00804714,2
1474,0.00297113,2
1474,0.00139297,2
1474,0.0012402,2
1474,0.0214044,1
1474,0.0218088,2
1474,0.00342587,-1
1474,0.00177748,2
1474,0.00120884,2
1474,0.00248348,2
1474,0.00672712,2
1474,0.00115865,2
1474,0.00228905,-1
1474,0.0012802,2
1474,0.00176313,-1
1475,0.573765,2
1475,0.218681,1
1475,0.0119909,2
1475,0.118751,2
1475,0.00269842,2
1475,0.00117352,-1
1475,0.0014096,1
1475,0.0021807,2
1475,0.00233144,2
1476,0.293574,1
1476,0.210667,2
1476,0.342914,2
1476,0.00310523,2
1476,0.0179972,2
1476,0.00100587,2
1476,0.00411369,2
1476,0.00161671,2
1476,0.00479105,2
1476,0.00297057,2
1476,0.00117388,2
1476,0.00565183,2
1477,0.966794,1
1478,0.492447,1
1478,0.00530348,2
1478,0.138971,2
1478,0.00105659,1
1478,0.00615485,2
1478,0.00188521,2
1478,0.0653279,2
1478,0.0512377,2
1478,0.00156581,2
1478,0.00180747,2
1478,0.00641143,2
1478,0.00472539,-1
1478,0.00126743,-1
1478,0.00150201,2
1478,0.00136095,-1
1478,0.00721778,2
1478,0.00184808,2
1478,0.00100063,2
1478,0.00110922,2
1478,0.00117835,1
1479,0.7161,1
1479,0.0644762,-1
1479,0.0371404,-1
1479,0.029212,2
1479,0.00120497,2
1479,0.00248079,2
1479,0.00333243,2
1479,0.00100802,2
1479,0.00575641,2
1479,0.00111398,1
1479,0.00262756,2
1480,0.858726,1
1480,0.0543617,2
1480,0.00395388,2
1481,0.975288,1
1481,0.00125118,2
1481,0.00382639,2
1482,0.672726,1
1482,0.0296564,2
1482,0.0587837,2
1482,0.00516678,2
1482,0.0131982,1
1482,0.00109678,2
1482,0.00641164,2
1482,0.00153641,1
1482,0.00177394,2
1482,0.00241514,2
1482,0.00140308,1
1483,0.88744,1
1483,0.0767598,2
1483,0.00151427,2
1483,0.0010202,2
1483,0.00252404,2
1484,0.627343,1
1484,0.0245734,2
1484,0.00502755,2
1484,0.00729313,2
1484,0.0784885,2
1484,0.0344635,2
1484,0.0031194,2
1484,0.00873675,2
1484,0.00195708,2
1484,0.00409704,2
1484,0.00646329,2
1484,0.00390521,2
1484,0.00683471,2
1484,0.00229525,1
1484,0.00136246,2
1485,0.731649,1
1485,0.1602,2
1485,0.0023675,2
1485,0.00660915,1
1485,0.00425708,1
1485,0.00353324,2
1485,0.00123482,-1
1485,0.0010614,1
1486,0.640962,1
1486,0.317262,2
1486,0.00712106,2
1486,0.00311677,2
1486,0.005404,1
1487,0.951124,1
1487,0.00101294,-1
1487,0.00113874,2
1487,0.00454886,2
1488,0.811534,1
1488,0.0420297,2
1488,0.0290006,2
1488,0.00355536,1
1488,0.0137803,2
1488,0.00184965,1
1488,0.00213895,1
1489,0.869048,1
1489,0.0197924,2
1489,0.00591196,2
1489,0.00138012,2
1489,0.00257431,2
1489,0.0124992,2
1489,0.00167428,2
1490,0.974264,1
1491,0.914387,1
1491,0.0203169,2
1491,0.00192265,2
1492,0.614665,1
1492,0.291254,2
1492,0.00134751,2
1492,0.0154991,2
1493,0.920773,1
1493,0.00145384,2
1493,0.00718319,2
1493,0.0292582,1
1494,0.981444,1
1495,0.935984,1
1496,0.93552,1
1496,0.00601347,2
1496,0.00143522,2
1496,0.00317271,2
1496,0.00102119,2
1497,0.961627,1
1497,0.00105278,2
1498,0.932397,1
1498,0.00404502,2
1498,0.00268982,2
1499,0.926738,1
1499,0.00147181,1
1500,0.80314,1
1500,0.105632,2
1500,0.00119342,2
1500,0.00464449,-1
1500,0.00559125,2
1501,0.849771,1
1501,0.0366596,2
1501,0.00940871,2
1501,0.00238312,2
1501,0.00502928,2
1501,0.00146817,2
1501,0.00186047,1
1502,0.915726,1
1502,0.0216934,2
1503,0.878489,1
1503,0.00462681,2
1503,0.0198912,2
1503,0.00323454,2
1503,0.00165999,2
1503,0.00135639,2
1503,0.00137285,2
1503,0.0271803,1
1503,0.00555611,1
1504,0.500071,1
1504,0.293572,2
1504,0.00578851,2
1504,0.0156399,2
1504,0.0028676,2
1504,0.00205547,1
1504,0.00661917,2
1504,0.00310277,-1
1504,0.00110208,2
1504,0.00165168,2
1504,0.00108179,2
1504,0.00126017,1
1504,0.00199841,1
1504,0.00151925,2
1504,0.00261372,2
1504,0.00186774,2
1504,0.00175287,2
1505,0.947685,1
1505,0.00754797,2
1505,0.00102695,2
1506,0.665916,1
1506,0.014609,1
1506,0.205802,-1
1506,0.00734922,2
1506,0.00977953,1
1506,0.0012853,-1
1506,0.0157883,1
1506,0.00494846,2
1506,0.00120267,-1
1506,0.00114574,2
1507,0.759801,1
1507,0.0856266,2
1507,0.0262429,2
1507,0.0110365,2
1507,0.001119,2
1507,0.0141345,2
1507,0.00691855,2
1507,0.00263614,2
1507,0.00332299,2
1508,0.949225,1
1508,0.0135267,1
1509,0.959517,1
1509,0.0318167,2
1510,0.561648,1
1510,0.303688,-1
1510,0.00483369,2
1510,0.00248875,2
1510,0.00100108,2
1510,0.00128896,2
1510,0.00120493,2
1510,0.0022625,1
1511,0.923423,1
1511,0.00116384,2
1511,0.00685182,2
1511,0.00625781,2
1511,0.0070104,2
1511,0.00350007,2
1512,0.780925,1
1512,0.0110715,2
1512,0.0618325,2
1512,0.0111616,2
1512,0.00149126,2
1512,0.00200071,2
1512,0.00375169,-1
1513,0.345126,1
1513,0.00322728,2
1513,0.400599,2
1513,0.0216619,2
1513,0.00244635,2
1513,0.0167232,2
1513,0.0045763,-1
1513,0.00181865,2
1513,0.00187223,2
1513,0.00254494,2
1513,0.00146947,2
1513,0.0168275,1
1513,0.00171033,2
1513,0.00214631,1
1513,0.00245742,2
1513,0.00114563,2
1514,0.794675,1
1514,0.0848599,2
1514,0.0150344,2
1514,0.00247609,2
1514,0.0014569,2
1514,0.00350439,2
1514,0.0369705,2
1515,0.786072,1
1515,0.0269892,2
1515,0.00622874,2
1515,0.0393332,2
1515,0.0254731,2
1515,0.00568901,2
1515,0.00165385,-1
1515,0.0019219,1
1515,0.0037339,2
1515,0.00136418,2
1515,0.00128091,2
1516,0.977283,1
1517,0.96608,1
1517,0.011013,2
1518,0.597417,1
1518,0.0432356,2
1518,0.0390892,2
1518,0.00118323,2
1518,0.217875,2
1518,0.00929916,-1
1518,0.00201098,1
1518,0.00106988,2
1518,0.00198698,2
1518,0.00465767,-1
1518,0.00211165,1
1519,0.971714,1
1520,0.662836,1
1520,0.204122,2
1520,0.0126466,2
1520,0.00217892,2
1520,0.0037015,2
1520,0.0044109,2
1520,0.00200894,2
1520,0.00532045,-1
1520,0.00245556,1
1520,0.00390121,2
1520,0.00134955,2
1521,0.504169,1
1521,0.0947637,2
1521,0.238207,2
1521,0.0182744,2
1521,0.00193967,2
1521,0.0325645,2
1521,0.00251779,1
1521,0.0022847,2
1521,0.0231469,2
1521,0.0133082,2
1521,0.00206968,2
1521,0.00328155,2
1521,0.00234999,2
1521,0.00127247,2
1522,0.927201,1
1522,0.00608214,2
1522,0.0018192,2
1522,0.0013551,2
1522,0.00127324,2
1522,0.00188025,1
1522,0.00172179,-1
1522,0.00180824,1
1522,0.00536521,2
1523,0.658308,2
1523,0.00183436,2
1523,0.0455777,1
1523,0.0634323,2
1523,0.00234388,2
1523,0.00127012,2
1523,0.00132201,2
1523,0.00341531,2
1523,0.00293517,2
1523,0.0299028,2
1523,0.010108,1
1524,0.870835,1
1524,0.0491356,2
1524,0.00500719,-1
1524,0.0019603,2
1524,0.00615135,2
1525,0.948393,1
1525,0.00660336,2
1526,0.682203,1
1526,0.24732,2
1526,0.00102968,2
1526,0.00401091,2
1526,0.00526538,2
1527,0.472422,2
1527,0.0772951,1
1527,0.195155,2
1527,0.0376022,2
1527,0.00394788,1
1527,0.00698004,2
1527,0.00378616,1
1527,0.00413835,-1
1527,0.00487067,2
1527,0.00659989,2
1527,0.0102503,2
1527,0.0010484,2
1527,0.00237244,2
1527,0.00202012,2
1527,0.00395191,2
1527,0.0103042,2
1527,0.00129016,2
1527,0.00103751,-1
1527,0.00142301,1
1527,0.0091288,2
1527,0.00126642,2
1528,0.88856,1
1528,0.0237692,-1
1528,0.00128181,2
1529,0.588084,1
1529,0.310975,2
1529,0.00755379,2
1529,0.00463423,2
1529,0.00689173,2
1529,0.00222737,2
1530,0.928933,1
1530,0.00330844,-1
1531,0.725418,1
1531,0.00101392,1
1531,0.00435078,-1
1531,0.038843,1
1531,0.053869,2
1531,0.0155994,2
1531,0.00211069,1
1531,0.00630916,2
1531,0.00103842,-1
1531,0.00204198,2
1532,0.907114,1
1532,0.00532188,2
1532,0.00456887,-1
1532,0.00103686,1
1532,0.0161638,2
1533,0.949931,1
1534,0.773436,1
1534,0.0616886,-1
1534,0.0230022,2
1534,0.0118357,1
1534,0.033011,2
1534,0.00150547,2
1534,0.003039,2
1534,0.00190262,2
1534,0.00315252,-1
1534,0.00215206,2
1534,0.00359616,-1
1534,0.00228292,2
1534,0.0011694,1
1535,0.982024,1
1535,0.00322295,2
1535,0.00162995,2
1536,0.937648,1
1536,0.00126539,1
1537,0.901383,1
1537,0.00236516,2
1537,0.00465187,2
1537,0.0302468,2
1537,0.00155676,2
1537,0.00124268,2
1537,0.00113686,2
1538,0.946235,1
1539,0.519246,1
1539,0.0103427,2
1539,0.00192244,2
1539,0.0213613,2
1539,0.00677686,2
1539,0.155273,2
1539,0.00833445,1
1539,0.00398205,2
1539,0.00710246,2
1539,0.00311852,2
1539,0.0088142,2
1539,0.00576045,2
1539,0.00290373,2
1539,0.00544764,2
1539,0.00137758,2
1539,0.00293191,2
1539,0.00250046,1
1539,0.0094243,2
1539,0.00110903,2
1539,0.0019483,2
1539,0.00105423,2
1539,0.00123708,2
1539,0.00103712,2
1539,0.00118394,2
1539,0.00475199,2
1539,0.00249526,2
1540,0.323221,1
1540,0.517646,2
1540,0.0095487,2
1540,0.00155319,2
1540,0.00327992,2
1540,0.0457138,2
1540,0.022446,2
1540,0.00546477,1
1540,0.00112403,2
1540,0.00228506,1
1540,0.00340445,-1
1540,0.00246518,2
1541,0.950092,1
1541,0.00751947,-1
1541,0.0051146,-1
1541,0.0056433,1
1541,0.00130067,2
1541,0.00131114,2
1542,0.762994,2
1542,0.00516276,1
1542,0.043713,2
1542,0.00920302,1
1542,0.00434642,2
1542,0.00101268,2
1542,0.00138729,2
1542,0.00126717,-1
1542,0.00434455,-1
1543,0.906089,1
1544,0.795056,1
1544,0.0778482,2
1544,0.0375139,2
1544,0.00229526,2
1544,0.0111975,2
1544,0.0108649,2
1544,0.0011485,2
1544,0.00128034,2
1545,0.337527,1
1545,0.572554,2
1545,0.0067078,2
1545,0.0157043,2
1545,0.00257448,2
1545,0.0112815,2
1545,0.00269217,1
1545,0.00198839,2
1546,0.956652,1
1546,0.0020214,2
1547,0.691779,1
1547,0.0978023,2
1547,0.00179436,2
1547,0.0186194,2
1547,0.010192,2
1547,0.00817571,2
1547,0.00168854,2
1547,0.00143523,2
1547,0.00127763,2
1547,0.00206684,2
1547,0.0306406,2
1547,0.00460395,2
1547,0.00185717,2
1547,0.00465006,2
1547,0.00210437,2
1547,0.0016121,2
1548,0.788164,1
1548,0.142709,2
1548,0.0154173,1
1548,0.00252972,-1
1548,0.00254912,2
1548,0.00415899,-1
1548,0.00116125,2
1549,0.526563,1
1549,0.193698,2
1549,0.00986741,2
1549,0.116883,2
1549,0.00110605,-1
1549,0.00377898,2
1549,0.0277638,2
1549,0.00355027,-1
1549,0.0113007,2
1549,0.00664284,2
1549,0.00191526,2
1549,0.00528085,-1
1550,0.873075,1
1550,0.0403046,2
1550,0.00123137,2
1550,0.0016479,1
1550,0.00570363,2
1550,0.00540725,2
1550,0.0020203,2
1550,0.00212569,2
1550,0.00108681,2
1550,0.00610558,2
1551,0.916846,1
1551,0.0501349,2
1551,0.00406056,2
1552,0.60187,2
1552,0.0220782,2
1552,0.179313,2
1552,0.00119127,2
1552,0.0317228,1
1552,0.00310249,2
1552,0.0183757,2
1552,0.00691187,2
1552,0.00147142,2
1552,0.00204361,1
1552,0.0039195,1
1553,0.787623,1
1553,0.0275758,2
1553,0.0163637,-1
1553,0.0564601,2
1553,0.00844198,1
1553,0.00309055,2
1554,0.724408,1
1554,0.021122,1
1554,0.0212059,2
1554,0.0145525,-1
1554,0.0223772,2
1554,0.00292464,1
1554,0.00119892,2
1554,0.0116758,1
1554,0.00117477,-1
1554,0.00211536,1
1554,0.00166546,1
1554,0.00295179,2
1554,0.0016513,-1
1555,0.188994,1
1555,0.328317,2
1555,0.106873,2
1555,0.17611,-1
1555,0.00131725,2
1555,0.00759224,-1
1555,0.0102934,2
1555,0.00108468,1
1555,0.00602313,2
1555,0.0028593,2
1555,0.00173873,2
1555,0.0063309,2
1555,0.00297694,2
1555,0.00151186,1
1556,0.956771,1
1556,0.00259065,2
1556,0.00277658,1
1556,0.00650108,2
1557,0.766087,1
1557,0.115262,2
1557,0.00412945,2
1557,0.00257455,2
1557,0.00100301,2
1557,0.00471302,1
1557,0.010851,2
1557,0.00167467,2
1557,0.00154708,2
1557,0.00247393,2
1557,0.00417182,2
1557,0.00249166,2
1558,0.947714,1
1558,0.00583136,-1
1558,0.00100493,2
1559,0.977577,1
1560,0.869703,1
1560,0.00625128,2
1560,0.014282,2
1560,0.00117473,2
1560,0.01815,2
1560,0.00148126,2
1560,0.00583007,-1
1560,0.00466749,1
1560,0.0034501,-1
1561,0.766989,1
1561,0.0192525,2
1561,0.038281,2
1561,0.00440169,2
1561,0.0345639,2
1561,0.0223621,1
1561,0.00139527,2
1561,0.00178922,-1
1562,0.33021,1
1562,0.0135408,2
1562,0.242397,2
1562,0.108226,2
1562,0.0400457,2
1562,0.00613858,2
1562,0.0332435,2
1562,0.00152471,2
1562,0.00105177,1
1562,0.00198759,2
1562,0.00187337,2
1562,0.00155324,2
1563,0.90318,1
1563,0.0352355,2
1563,0.0012969,1
1563,0.00858714,2
1563,0.0117186,2
1564,0.510511,2
1564,0.402529,2
1564,0.0137252,1
1564,0.010147,2
1564,0.0111443,2
1564,0.00109642,2
1565,0.864841,1
1565,0.013117,-1
1565,0.00293079,2
1565,0.00142535,2
1565,0.00579602,-1
1565,0.00901197,2
1565,0.00722034,2
1566,0.817056,1
1566,0.0985733,2
1566,0.00227232,2
1566,0.00518462,2
1567,0.64813,1
1567,0.0699432,2
1567,0.0107385,2
1567,0.00135862,2
1567,0.0103968,-1
1567,0.0135971,2
1567,0.00181709,1
1567,0.00264928,-1
1567,0.00425255,1
1567,0.00198923,-1
1567,0.00230592,2
1567,0.00360489,2
1567,0.00141367,2
1568,0.128412,1
1568,0.198932,2
1568,0.077269,2
1568,0.044221,2
1568,0.0505573,2
1568,0.144047,2
1568,0.00743325,2
1568,0.00106126,1
1568,0.0182386,2
1568,0.0466063,2
1568,0.00867205,1
1568,0.00128631,2
1568,0.00210333,2
1568,0.00179271,2
1568,0.00247519,-1
1568,0.00172341,1
1568,0.0010138,-1
1568,0.00154974,2
1568,0.00146825,1
1568,0.00204851,-1
1568,0.0021807,1
1568,0.00225281,1
1568,0.00142964,2
1568,0.00444314,1
1568,0.001099,1
1568,0.00102403,2
1568,0.00108878,1
1569,0.848497,1
1569,0.0569419,2
1569,0.00133726,-1
1569,0.00124784,-1
1569,0.00519322,2
1569,0.00260764,2
1569,0.00812793,1
1569,0.00501392,2
1569,0.00753174,2
1569,0.00513711,2
1569,0.00105507,-1
1570,0.710191,1
1570,0.0100002,2
1570,0.0318344,2
1570,0.121053,2
1570,0.00766943,1
1570,0.002127,-1
1570,0.00666981,2
1570,0.00136681,-1
1570,0.00437636,2
1570,0.00154588,1
1570,0.00126748,2
1570,0.00118472,1
1570,0.00108446,2
1570,0.00141517,2
1571,0.639863,1
1571,0.00308276,2
1571,0.00654981,2
1571,0.0377007,-1
1571,0.00207655,2
1571,0.00888428,2
1571,0.00179288,2
1571,0.046305,2
1571,0.00177612,2
1571,0.00162885,2
1571,0.0121437,2
1571,0.00968392,2
1571,0.0061627,2
1571,0.00356942,2
1571,0.00115682,2
1571,0.00435204,2
1571,0.00401403,2
1571,0.00104339,2
1571,0.00101867,1
1571,0.0042532,2
1571,0.00255592,2
1572,0.48699,1
1572,0.204356,2
1572,0.0847729,2
1572,0.0686028,2
1572,0.0368388,2
1572,0.00406567,2
1572,0.00232721,2
1572,0.0010053,2
1572,0.0027032,1
1572,0.0080168,2
1573,0.527692,1
1573,0.0146786,2
1573,0.046156,2
1573,0.00149951,2
1573,0.0669385,2
1573,0.0474599,2
1573,0.0583033,2
1573,0.00115799,2
1573,0.0396477,2
1573,0.00738535,2
1573,0.00411849,2
1573,0.00384334,2
1573,0.00392393,2
1573,0.0549847,2
1573,0.00228701,2
1573,0.0021308,2
1573,0.00114847,2
1573,0.0118547,2
1573,0.00148034,2
1573,0.00234372,-1
1573,0.00137987,2
1574,0.88466,1
1574,0.0144515,2
1575,0.895616,1
1575,0.00226435,-1
1575,0.0124258,-1
1575,0.00370629,1
1575,0.00785984,2
1576,0.675468,1
1576,0.22278,2
1576,0.0101787,2
1576,0.0254385,2
1576,0.00560831,2
1576,0.0020026,2
1576,0.00776822,2
1576,0.00637674,2
1576,0.00216391,2
1576,0.0014874,2
1577,0.831786,1
1577,0.00178407,2
1577,0.0144668,-1
1577,0.00121788,2
1577,0.00183683,2
1577,0.00447364,2
1577,0.00450773,2
1577,0.00121068,-1
1578,0.898797,1
1578,0.0261216,2
1578,0.016762,2
1578,0.0195577,2
1578,0.00138238,2
1578,0.00120125,2
1578,0.0014909,2
1578,0.00217531,2
1579,0.925433,1
1579,0.012481,2
1579,0.00152417,2
1579,0.00252439,2
1579,0.00157115,2
1580,0.854734,1
1580,0.00228228,2
1580,0.00102004,2
1580,0.014564,-1
1580,0.00771868,-1
1580,0.0128391,-1
1580,0.00228015,2
1580,0.0017407,1
1581,0.811706,1
1581,0.00438678,2
1581,0.00187465,2
1581,0.00207636,2
1581,0.00179906,2
1581,0.00221588,1
1581,0.00951932,2
1581,0.00238544,2
1581,0.0026941,1
1581,0.00880775,2
1582,0.965383,1
1582,0.00155958,1
1583,0.795137,2
1583,0.0325432,1
1583,0.00145587,2
1583,0.0209683,1
1583,0.00411608,-1
1583,0.041337,2
1583,0.00294929,2
1583,0.0018858,2
1583,0.00647092,2
1583,0.00795912,2
1583,0.00155674,-1
1583,0.00134503,-1
1584,0.309619,1
1584,0.379814,2
1584,0.00276109,2
1584,0.211004,1
1584,0.00149005,2
1584,0.0394736,-1
1584,0.00607674,2
1584,0.00355224,2
1585,0.782287,1
1585,0.0758058,2
1585,0.0234119,2
1585,0.0169992,2
1586,0.694947,1
1586,0.0840488,-1
1586,0.00367322,2
1586,0.0085674,2
1586,0.0587569,2
1586,0.0102047,-1
1586,0.0124034,1
1586,0.00507276,1
1586,0.00981973,2
1586,0.00499083,2
1586,0.00117742,2
1586,0.00122283,2
1587,0.838356,1
1587,0.0107414,2
1587,0.029077,1
1587,0.00937191,2
1587,0.00537635,2
1587,0.0012554,2
1588,0.898059,1
1588,0.00213137,2
1588,0.00120544,1
1588,0.00123239,2
1588,0.00155461,2
1589,0.837614,1
1589,0.00275066,-1
1589,0.00101031,2
1589,0.00235085,2
1589,0.00171519,2
1589,0.00121049,-1
1590,0.70445,1
1590,0.225425,2
1590,0.00112977,-1
1590,0.00123858,1
1591,0.901458,1
1591,0.00953109,2
1591,0.00136087,1
1591,0.00896697,2
1591,0.0014914,2
1592,0.808819,1
1592,0.0957855,2
1592,0.0241436,2
1592,0.00119117,2
1592,0.0011035,2
1592,0.0078528,-1
1592,0.00380562,2
1592,0.00525144,2
1592,0.00103697,-1
1592,0.00113699,1
1593,0.687125,1
1593,0.163754,2
1593,0.00112776,2
1593,0.00171778,-1
1593,0.0209816,1
1593,0.00603468,2
1593,0.00531288,2
1593,0.00347955,2
1593,0.00308322,2
1593,0.00152014,-1
1593,0.00207255,2
1594,0.983352,1
1595,0.545854,1
1595,0.0266425,1
1595,0.00322929,-1
1595,0.121619,2
1595,0.0653451,2
1595,0.0103753,2
1595,0.00994235,2
1595,0.00624058,2
1595,0.00730629,2
1595,0.00536078,2
1595,0.0223461,2
1595,0.0133125,2
1595,0.00123934,1
1595,0.00438174,2
1595,0.00113845,1
1595,0.0011713,2
1595,0.00329621,2
1596,0.937108,1
1596,0.001157,2
1596,0.00143562,2
1596,0.00103398,2
1597,0.986754,1
1598,0.824817,1
1598,0.0117568,2
